step	time	T	T-cg	T-at	Ekin	res	angle_12	angle_12_cross	angle_160	angle_160_cross	angle_166	bond_124_cross	bond_125_cross	bond_71	bond_82	bond_82_cross	coulomb	dihedral_51	dihedral_51_cross	dihedral_83	dihedral_83_cross	lj	lj-14_0	lj-14_0_cross	lj-14_1	lj-14_1_cross	lj-14_2	lj-14_3	lj-14_4	lj-14_4_cross	tab-cg
12700	12.7	3.43586	3.35837	3.43843	8039.92	0.07699	541.145	24.8952	2598.19	89.0703	747.495	26.0769	98.8151	1932.68	853.528	230.063	3.05437	543.726	2.06087	864.393	2.02841	43.1657	46.4766	24.7045	507.643	5.63464	0.68063	14.1035	117.756	0.156873	3.70982
12800	12.8	3.45464	3.35837	3.45783	8083.87	0.07799	502.156	25.5409	2705.29	97.549	816.181	25.4817	95.5964	1849.94	816.646	207.658	3.17696	535.598	2.08375	864.512	1.97501	33.3404	62.0272	37.9148	482.693	7.40798	0.702258	5.95068	99.4018	0.140145	3.62069
12900	12.9	3.52767	3.35837	3.53327	8254.74	0.07899	485.387	26.332	2613.63	89.0673	879.372	25.1167	94.2626	2002.73	802.303	208.502	3.3665	513.845	1.99217	826.655	1.96326	45.4871	54.1841	28.0351	458.155	17.6457	0.242909	8.88273	90.8229	0.1436	3.75282
13000	13	3.52398	3.35837	3.52946	8246.1	0.07999	539.396	24.167	2960.63	86.9088	831.525	23.9401	95.5972	1870.29	828.035	216.722	3.40747	528.949	2.05837	834.4	2.23398	28.6968	64.751	19.8907	458.619	14.6625	4.74435	5.6023	102.301	0.366124	4.05823
13100	13.1	3.50959	3.35837	3.51459	8212.43	0.08099	495.176	26.3755	2649.15	82.6055	853.23	22.4364	99.3429	1918.26	966.92	185.372	3.41987	535.92	2.1523	966.05	2.27366	35.8082	62.431	25.509	520.115	13.2925	2.70482	6.02781	124.355	0.7623	4.01378
13200	13.2	3.47327	3.35837	3.47707	8127.45	0.08199	500.667	25.8696	2623.48	91.8221	884.695	21.7445	97.8405	1909.66	922.281	167.915	3.44269	539.664	2.16387	933.345	2.2971	33.6332	64.4525	34.6546	452.057	9.12337	1.69334	6.71977	82.2986	0.356034	3.87271
13300	13.3	3.50041	3.35837	3.50512	8190.97	0.08299	446.075	33.3501	2744.87	86.0435	747.003	21.4365	98.6891	1963.46	827.838	199.649	3.63468	511.276	2.38861	895.696	2.15455	20.0823	62.4446	21.6094	488.481	8.95586	2.50291	11.025	86.5478	0.309159	3.21955
13400	13.4	3.43009	3.35837	3.43246	8026.4	0.08399	465.587	32.9156	2684.03	86.5311	751.22	21.8998	97.4864	1988.81	853.101	204.402	3.63178	522.222	2.41054	858.513	2.43701	31.8733	48.1371	16.624	493.688	17.0989	1.47444	5.44931	120.39	0.25873	2.70177
13500	13.5	3.46215	3.35837	3.46559	8101.43	0.08499	547.412	28.0971	2605.41	77.0856	766.467	22.2446	97.6409	1866.94	820.477	154.193	3.73674	506.742	2.45745	856.527	2.3957	20.2579	52.2736	19.5017	491.708	6.00958	1.24551	7.67618	91.7862	0.590879	2.60925
13600	13.6	3.558	3.35837	3.56461	8325.72	0.08599	537.534	27.147	2601.02	87.7584	810.129	22.2242	99.4687	1842.73	987.754	151.414	3.88248	510.494	2.39068	880.288	2.58367	23.9504	51.7956	50.8531	491.269	11.9703	3.08818	3.83223	85.3431	0.288629	2.64364
13700	13.7	3.56119	3.35837	3.5679	8333.18	0.08699	576.932	28.708	2717.73	90.9475	838.41	22.9198	97.6052	1763.48	924.806	198.875	3.82577	532.421	2.52569	827.993	2.75595	35.6382	47.251	18.3419	435.081	8.32554	7.18463	8.89841	105.715	0.245984	2.64373
13800	13.8	3.48131	3.35837	3.48538	8146.27	0.08799	515.359	30.0437	2760.48	87.7112	802.464	24.0756	90.4428	1711.89	851.212	185.578	4.05788	521.769	2.48817	803.827	2.63594	32.9305	64.7122	30.0907	453.2	8.98124	-0.101291	10.1429	104.875	0.161995	2.46488
13900	13.9	3.4395	3.35837	3.44219	8048.43	0.08899	476.259	29.2944	2703.71	101.773	774.006	23.5517	86.4197	1954.34	754.848	225.197	4.11255	521.389	2.47615	793.587	2.66229	51.6202	49.5707	13.1457	481.724	12.1036	0.197032	3.31033	117.447	0.855217	2.89651
14000	14	3.40273	3.35837	3.4042	7962.39	0.08999	504.698	28.49	2671.86	100.971	793.14	23.2727	86.8834	1849.66	858.306	238.403	4.16566	529.411	2.63768	761.971	2.69536	58.6333	48.3009	26.2708	458.792	13.9582	-0.0759731	8.10706	109.973	0.832593	3.07131
14100	14.1	3.39363	3.35837	3.3948	7941.1	0.09099	515.616	30.7219	2875.98	97.8726	748.818	25.1186	86.3118	1858.41	833.945	243.186	4.27737	538.853	2.6181	861.765	2.5824	24.8108	65.2509	19.4996	473.258	9.41946	2.76541	4.02527	132.019	0.532314	3.2445
14200	14.2	3.44882	3.35837	3.45182	8070.25	0.09199	504.361	39.8157	2694.26	111.062	727.508	26.055	88.802	1828.96	860.661	173.122	4.43947	533.624	2.64412	854.352	2.88807	25.3255	38.9626	30.1956	459.807	13.9174	1.21021	5.65302	111.445	0.190651	3.52187
14300	14.3	3.74192	3.35837	3.75462	8756.09	0.09299	568.152	43.6623	2514.88	104.052	821.136	24.9282	88.616	1962.99	833.253	164.524	4.49953	542.356	2.76171	943.518	2.75095	33.2998	59.2089	23.9845	492.868	16.1741	1.37333	7.93761	108.435	0.44972	3.45547
14400	14.4	3.4342	3.35837	3.43671	8036.03	0.09399	530.63	34.6121	2813.9	98.7678	761.916	24.7693	86.1257	2053.87	889.707	230.739	4.47509	547.056	3.01807	893.438	2.99707	31.4806	62.1037	28.0751	455.391	16.8971	2.09339	5.12925	111.31	0.460619	3.21468
14500	14.5	3.45879	3.35837	3.46211	8093.56	0.09499	532.353	36.5719	2671.11	112.333	850.49	24.0487	86.7433	1765.67	830.638	262.305	4.61369	548.267	3.11179	874.645	3.06229	50.6568	56.8186	15.9659	477.416	26.1949	0.900192	3.37647	100.684	0.416349	2.97911
14600	14.6	3.48821	3.35837	3.49251	8162.42	0.09599	489.923	27.635	2690.41	119.915	824.256	24.2565	88.9074	1924.26	770.994	188.958	4.91094	521.407	3.1643	909.847	2.83013	47.8848	53.1912	26.8645	532.146	5.25202	3.00511	8.27914	92.5648	0.22497	3.06416
14700	14.7	3.37942	3.35837	3.38012	7907.84	0.09699	516.276	38.2455	2573.29	120.475	884.802	24.1567	90.2703	1952.15	891.693	189.648	4.95444	527.93	3.20055	917.615	2.80353	46.1494	53.9529	29.6307	509.383	15.3129	3.4609	4.60618	96.256	0.683209	2.83581
14800	14.8	3.6425	3.35837	3.65191	8523.46	0.09799	558.876	44.4951	2637.79	124.058	745.193	23.9397	90.6462	1881.94	802.298	186.473	5.0451	534.901	3.37296	789.459	3.24068	26.9094	58.5968	30.3783	496.512	11.6028	5.28239	7.12109	94.708	0.175153	3.08984
14900	14.9	3.49763	3.35837	3.50225	8184.47	0.09899	498.392	40.2586	2602.56	110.122	820.672	23.0166	91.0771	1867.03	926.75	208.88	5.19174	518.091	3.35121	823.169	3.05988	59.0471	54.0544	18.3294	464.633	6.00598	3.67816	8.97128	78.1918	0.341459	3.30526
15000	15	3.47728	3.35837	3.48121	8136.82	0.09999	499.335	48.1965	2692.48	103.262	837.231	22.7502	90.0846	1833.67	798.565	165.593	5.36154	513.729	3.30925	856.134	3.18168	30.9837	66.3613	28.9051	466.51	6.02699	-0.191042	10.5776	88.5349	0.169206	3.1873
15100	15.1	3.60298	3.35837	3.61108	8430.98	0.10099	478.019	37.1825	2612.57	122.256	780.894	22.9758	87.2288	1840.18	870.496	184.888	5.37712	526.71	3.3589	849.389	3.47138	31.4168	55.1456	37.5165	471.698	10.3998	1.32383	9.9486	100.549	0.323499	3.08362
15200	15.2	3.62012	3.35837	3.62879	8471.09	0.10199	494.311	35.7452	2758.65	106.256	872.824	23.8632	86.2313	1866.67	884.769	168.997	5.6762	516.47	3.35997	945.371	3.4284	29.246	59.5676	17.1803	505.369	9.56786	0.524188	11.8917	77.3797	0.954278	3.25776
15300	15.3	3.50591	3.35837	3.5108	8203.83	0.10299	528.948	29.5081	2713.47	108.058	825.545	25.3091	86.8283	1862.88	902.12	186.595	5.51697	525.696	3.51196	780.672	3.23656	36.593	55.2851	21.5844	494.779	10.7975	3.30142	6.40515	86.3895	0.365955	3.27459
15400	15.4	3.54848	3.35837	3.55477	8303.44	0.10399	562.887	33.6681	2565.01	121.141	869.321	26.9684	85.3325	1962.67	855.865	200.3	5.71196	513.789	3.71644	956.404	3.39636	33.4103	58.4941	38.9475	548.958	12.9596	0.0113616	10.225	77.3342	0.465532	3.36627
15500	15.5	3.48033	3.35837	3.48437	8143.97	0.10499	570.282	32.192	2502.98	113.588	957.321	27.1964	84.1432	1831.51	794.892	207.316	5.69143	528.913	3.70573	786.134	3.81156	17.2699	47.9842	15.5212	461.61	8.55911	-1.05024	5.36634	87.9007	0.245981	3.44828
15600	15.6	3.49017	3.35837	3.49454	8167	0.10599	520.784	39.8507	2620.44	113.194	866.226	28.6687	85.3641	1873.09	853.852	207.222	5.91267	519.373	3.691	869.78	3.81076	42.7722	52.3029	31.6568	493.835	17.4541	-0.737402	12.6406	110.293	0.4528	3.49433
15700	15.7	3.6184	3.35837	3.62701	8467.07	0.10699	496.808	38.4197	2725.55	108.831	934.107	29.2315	86.1821	1860.3	877.799	161.502	6.07095	519.516	3.98703	867.368	3.84548	44.1732	58.3694	18.4691	482.253	10.2104	-0.560672	6.01735	99.3524	0.425094	3.51291
15800	15.8	3.41712	3.35837	3.41906	7996.05	0.10799	521.9	44.5073	2602.17	127.729	866.338	28.8728	86.1501	2006.79	843.967	164.753	6.12691	512.369	4.08394	853.132	4.12009	47.6714	44.1168	48.9847	500.718	13.8906	1.73912	8.18755	105.797	0.60999	3.47977
15900	15.9	3.56304	3.35837	3.56982	8337.52	0.10899	526.958	41.7784	2706.31	119.11	824.037	27.5458	85.9334	1968.09	855.116	179.655	6.2691	515.819	4.08514	865.968	3.77869	35.2159	54.01	25.9793	485.287	9.27904	-1.02415	4.53576	108.154	0.281861	3.41651
16000	16	3.51875	3.35837	3.52406	8233.88	0.10999	465.176	44.0613	2568.89	113.279	778.099	29.0763	86.1542	1965.8	848.896	142.305	6.43197	501.688	4.07466	812.006	3.92048	37.4172	58.2836	29.2655	474.242	9.54363	-1.08154	6.24183	119.928	0.407355	3.29272
16100	16.1	3.46106	3.35837	3.46446	8098.88	0.11099	588.855	37.7572	2659.51	115.312	934.907	28.7919	88.6219	1785.04	878.657	210.916	6.59632	506.141	3.95006	857.898	4.0271	33.5299	43.9173	19.6029	498.207	8.71675	-0.468168	7.78788	111.885	0.254183	3.11989
16200	16.2	3.60425	3.35837	3.61239	8433.94	0.11199	554.241	36.3516	2723.56	122.485	818.863	27.4115	90.3513	1951.81	740.45	244.37	6.63642	512.111	3.99172	808.327	4.13062	39.3802	46.9842	25.5812	455.776	15.0092	0.556509	7.52518	96.8181	0.547739	3.09245
16300	16.3	3.58485	3.35837	3.59235	8388.55	0.11299	547.573	45.7295	2653.84	109.292	824.955	26.8031	89.8303	1928.36	851.311	144.242	6.76735	511.096	4.13965	830.561	4.02577	47.351	52.9435	25.3639	513.313	11.7094	-1.2495	8.44217	95.2309	0.716836	3.11117
16400	16.4	3.51617	3.35837	3.5214	8227.85	0.11399	562.441	46.1235	2640.7	110.001	778.197	26.0084	89.6882	2042.96	760.284	121.625	6.70583	521.44	4.29274	885.123	3.95702	26.8032	65.1081	36.3485	477.286	13.6967	-1.16896	6.84582	94.0847	0.28801	3.1275
16500	16.5	3.62706	3.35837	3.63596	8487.33	0.11499	547.129	40.6844	2499.36	116.297	770.12	26.3037	88.7834	2044.53	864.596	148.103	7.00675	526.056	4.40126	905.203	4.48748	56.1274	46.9608	35.9454	487.837	11.0269	-0.33886	9.79145	99.2717	1.26057	3.03377
16600	16.6	3.49753	3.35837	3.50213	8184.21	0.11599	497.285	39.5208	2663.01	130	778.638	25.4728	88.2191	2027.35	909.48	185.934	7.21209	512.199	4.31582	826.984	4.15262	46.7224	55.5927	25.749	525.719	13.1533	0.098622	8.92062	110.289	0.15457	3.30872
16700	16.7	3.46555	3.35837	3.4691	8109.39	0.11699	589.097	41.3732	2635.98	143.49	851.768	24.7202	87.5978	2032.98	857.779	229.448	7.20146	509.547	4.67503	829.421	4.33423	39.5216	56.8022	33.237	470.805	13.6692	0.450365	6.52935	88.9522	0.170712	3.16742
16800	16.8	3.56634	3.35837	3.57322	8345.22	0.11799	548.629	43.5637	2618.92	155.182	780.092	23.9926	88.8304	1998.59	841.265	199.086	7.37541	520.535	4.38335	832.55	4.50989	55.2875	38.3434	41.7602	476.567	14.395	2.15063	7.81999	106.205	0.187963	2.8674
16900	16.9	3.50118	3.35837	3.50591	8192.75	0.11899	565.333	44.3347	2813.83	128.789	822.613	25.5953	87.9731	1865.91	713.077	144.867	7.4057	522.716	4.3469	909.298	4.55551	43.1833	64.1224	38.6306	465.348	15.4445	-0.555852	5.18745	114.548	0.431784	2.8593
17000	17	3.54987	3.35837	3.55621	8306.69	0.11999	506.103	49.5808	2438.03	142.865	881.294	25.3411	89.9156	1857.7	835.613	160.47	7.61383	534.074	4.69486	876.628	4.47114	34.4712	28.3032	29.3226	506.101	15.2395	-0.780296	11.9394	109.112	0.99542	3.1254
17100	17.1	3.47781	3.35837	3.48177	8138.08	0.12099	536.769	36.6046	2567.37	145.047	815.161	25.519	88.5076	1901.44	811.626	156.296	7.74901	519.437	4.72916	892.767	4.84638	16.365	60.6524	38.5007	490.145	9.01559	0.0697872	7.47855	98.7915	0.152764	3.27774
17200	17.2	3.53703	3.35837	3.54294	8276.64	0.12199	554.198	46.6803	2686.44	142.745	794.196	25.1329	88.1551	1884.69	854.381	113.434	8.0941	510.095	4.63576	847.263	4.78474	30.7166	63.2947	40.6599	507.037	24.0384	-0.41782	10.8229	94.7566	0.180846	3.21716
17300	17.3	3.3843	3.35837	3.38516	7919.27	0.12299	603.567	44.0595	2769.76	134.518	842.589	24.766	86.1557	2024.4	792.582	139.838	8.13083	512.51	4.90147	873.879	4.58878	38.6284	55.3601	27.4265	511.408	16.9324	0.400814	8.72954	72.7119	0.515258	3.26107
17400	17.4	3.62501	3.35837	3.63384	8482.53	0.12399	545.77	37.0422	2611.25	120.257	929.12	24.7689	84.7919	2002.78	796.162	157.608	7.99688	516.519	5.16347	844.676	5.12309	28.4921	59.0328	36.2909	502.023	11.3207	0.206831	8.16828	87.6527	0.806732	3.11748
17500	17.5	3.59613	3.35837	3.604	8414.95	0.12499	493.707	54.8784	2758.58	125.847	931.212	24.2885	84.4623	1997.15	892.671	183.984	8.12737	518.178	5.11177	914.565	4.77309	33.076	69.7836	26.8627	503.651	17.4761	-0.0240214	7.58539	108.611	1.22478	2.76172
17600	17.6	3.56377	3.35837	3.57058	8339.23	0.12599	591.387	69.6228	2576.08	154.117	860.897	23.3715	81.1915	1797.79	832.367	191.632	8.52748	507.622	5.02472	862.249	5.08423	32.1483	64.7081	29.9651	505.403	9.40098	2.47983	7.92212	90.2833	0.273238	2.37507
17700	17.7	3.41278	3.35837	3.41458	7985.9	0.12699	598.745	54.3924	2554.88	147.708	837.97	22.8969	79.3434	2020.89	873.145	230.301	8.68921	503.207	5.23837	851.142	5.46117	14.2718	51.6833	27.9927	483.545	11.3242	-0.685492	12.1367	72.3904	0.650971	2.10246
17800	17.8	3.44775	3.35837	3.45071	8067.74	0.12799	503.088	56.2764	2508.99	149.076	778.539	24.3298	79.0081	1940.3	850.125	131.431	9.02686	506.177	5.28258	850.222	5.7029	29.987	54.3457	52.8678	495.369	17.5719	0.419429	9.33999	76.5781	0.115266	2.17328
17900	17.9	3.42915	3.35837	3.43149	8024.21	0.12899	510.981	54.7466	2610.91	161.136	791.061	23.8382	79.9703	1824.68	881.082	173.235	8.96411	517.377	5.22666	853.989	5.08413	28.2102	55.8658	43.0979	466.968	12.7254	-1.06786	5.99337	100.46	0.15293	1.85173
18000	18	3.59603	3.35837	3.6039	8414.72	0.12999	513.211	51.0668	2652.2	143.608	851.115	21.9254	83.1812	1890.52	860.799	140.133	8.75776	529.966	5.39899	919.413	5.7015	36.2045	58.0925	48.965	507.605	10.4294	0.616803	7.62526	107.598	0.752369	1.55261
18100	18.1	3.55568	3.35837	3.56221	8320.28	0.13099	545.445	55.9714	2715.29	156.975	840.442	23.0608	86.8934	1864.08	837.643	154.856	8.86323	527.358	5.46617	886.562	5.79211	22.6507	59.2353	36.6299	507.243	14.3869	-0.631479	6.47168	97.2844	0.289277	1.625
18200	18.2	3.49267	3.35837	3.49712	8172.85	0.13199	486.04	55.7195	2609.21	140.37	883.714	23.8419	88.0762	1987.05	876.826	188.593	8.94351	525.294	6.01988	855.487	6.20126	32.6803	47.3936	20.2472	505.564	7.85648	-0.0249505	5.9217	86.5939	0.574514	1.64001
18300	18.3	3.53807	3.35837	3.54402	8279.09	0.13299	600.195	58.2286	2626.04	138.011	862.552	23.1546	89.5586	2016.4	904.242	166.212	8.75147	537.864	6.13935	863.27	5.71868	61.524	44.5853	27.0457	471.375	11.6824	-1.07942	6.87033	120.234	0.640934	1.70833
18400	18.4	3.56692	3.35837	3.57382	8346.59	0.13399	519.759	52.0292	2584.25	136.826	928.009	22.6349	91.1884	1921.66	941.978	125.67	9.15628	530.474	6.03905	854.587	5.77178	32.6939	61.7575	27.9723	445.678	14.9267	-1.03464	10.0472	95.2893	1.2247	1.73343
18500	18.5	3.56126	3.35837	3.56797	8333.34	0.13499	503.985	54.0699	2650.4	131.84	822.976	22.5842	86.9473	1859.61	885.122	123.757	9.35516	531.802	5.95345	859.67	5.40674	67.8533	69.2768	33.4206	470.074	20.5095	-0.378624	4.86517	100.556	0.747735	1.90425
18600	18.6	3.55185	3.35837	3.55826	8311.33	0.13599	548.497	60.1619	2568.08	143.766	789.857	22.7529	81.8422	1848.61	753.336	168.515	9.79652	525.749	6.34838	895.495	5.76167	49.2847	53.7459	17.4596	533.509	15.3346	-1.07573	5.94583	94.9743	1.31819	1.53784
18700	18.7	3.36687	3.35837	3.36715	7878.48	0.13699	553.844	51.8495	2721.28	126.736	845.083	21.7155	79.9528	1820.84	888.589	151.179	9.83921	521.728	6.14578	947.136	5.59226	39.7767	51.8471	27.3388	523.145	11.2946	-0.586052	5.93991	83.7305	0.988701	1.4679
18800	18.8	3.39096	3.35837	3.39204	7934.85	0.13799	590.788	58.0935	2746.6	124.58	856.295	21.5143	77.8463	1779.24	861.894	154.299	9.74498	536.846	6.20925	868.701	5.68251	43.1327	59.708	23.9862	478.441	6.22449	0.657945	5.04483	113.543	0.372473	1.55968
18900	18.9	3.42408	3.35837	3.42626	8012.35	0.13899	565.844	57.4282	2642.21	125.657	793.188	22.4491	78.8331	1785.27	827.714	145.089	10.1188	530.189	6.6568	907.973	6.87903	42.7268	54.423	23.7135	490.415	10.1718	-0.91761	9.78211	102.112	0.219179	1.9415
19000	19	3.48477	3.35837	3.48895	8154.36	0.13999	535.747	43.8485	2719.75	127.266	825.135	22.4871	81.451	1831.48	801.367	122.695	10.3581	518.415	6.50718	864.626	5.79935	58.053	50.0539	18.4434	498.267	22.557	-0.58697	4.14627	100.661	0.338726	2.35779
19100	19.1	3.42948	3.35837	3.43184	8024.99	0.14099	558.526	52.3862	2677.9	141.812	871.033	22.7632	83.8759	1892.23	797.98	105.285	10.4719	511.763	6.8937	928.529	6.20815	54.7937	42.6109	28.3025	528.389	23.6571	1.13393	4.39881	80.2555	1.2798	2.57747
19200	19.2	3.4275	3.35837	3.42979	8020.36	0.14199	618.728	52.6332	2657.55	140.035	821.659	22.2097	82.9628	1844.14	882.175	138.717	10.6577	522.195	6.74375	822.953	5.89936	39.8376	45.1678	24.5784	535.66	17.9271	0.156008	11.4819	80.2729	0.347942	2.90742
19300	19.3	3.46049	3.35837	3.46388	8097.56	0.14299	575.739	61.5269	2829.38	132.155	771.781	22.6431	83.5416	1908.49	849.442	160.715	10.6666	526.534	6.72172	855.635	6.04595	34.6836	69.0249	10.3565	507.362	12.4326	2.72797	10.1154	81.7575	0.430773	3.18097
19400	19.4	3.56243	3.35837	3.56918	8336.08	0.14399	556.578	52.4501	2534.32	142.668	814.764	22.4017	87.4768	2043.8	714.761	129.131	10.4774	530.819	7.13336	867.092	6.42506	32.9765	60.7061	17.2277	484.917	10.4595	0.691098	4.28132	101.768	0.753774	3.3628
19500	19.5	3.5065	3.35837	3.5114	8205.21	0.14499	553.881	38.0852	2654.02	142.704	803.574	21.4364	88.2261	1866.09	868.368	177.67	10.5052	532.895	7.15916	829.017	6.80776	42.564	52.2475	27.9492	490.991	12.8085	2.56634	4.43734	106.817	0.71434	3.21177
19600	19.6	3.57038	3.35837	3.5774	8354.7	0.14599	541.493	47.2077	2752.09	159.022	864.841	20.7484	91.5349	2061.15	621.762	132.405	10.8672	528.784	7.11846	842.264	6.56121	39.9896	57.2008	31.1844	500.413	21.8834	0.654787	7.14177	101.997	0.279979	3.01002
19700	19.7	3.64194	3.35837	3.65133	8522.13	0.14699	556.883	57.1774	2846.3	169.457	878.276	19.8199	91.4038	1837.44	810.346	174.66	11.1727	516.325	7.34393	893.221	6.88243	35.8517	60.0535	26.9919	499.106	19.2409	-0.381119	10.8392	91.0958	1.72401	2.82403
19800	19.8	3.4069	3.35837	3.4085	7972.14	0.14799	555.828	60.9258	2716.95	154.111	767.37	19.0809	91.4908	1945.96	938.738	165.783	11.1333	507.356	7.4099	833.462	6.41883	36.0899	47.6857	31.341	481.918	16.5764	0.992076	14.6615	87.6755	1.2896	2.56945
19900	19.9	3.52038	3.35837	3.52574	8237.69	0.14899	577.382	42.4439	2787.86	144.872	783.521	18.5917	91.8522	2055.71	915.832	100.932	11.243	501.094	7.77096	806.856	7.11634	56.1937	40.385	36.5663	489.324	9.4714	-1.23292	13.2053	82.1316	1.07822	2.25339
20000	20	3.46292	3.35837	3.46639	8103.24	0.14999	525.922	41.1369	2574.95	128.155	898.237	17.9804	93.0864	1959.17	851.52	102.526	11.6469	492.602	7.98719	939.141	7.19182	53.2135	41.3336	35.1515	513.833	13.9736	-1.02446	6.02814	78.8428	1.18901	2.20027
20100	20.1	3.44591	3.35837	3.44881	8063.42	0.15099	494.313	50.7423	2701.82	158.138	772.286	17.9882	91.6595	1903.32	861.886	112.812	11.7648	499.364	7.90451	929.733	7.73368	35.369	78.2826	25.9618	526.605	14.6413	0.904636	7.35684	82.4054	0.888123	2.05056
20200	20.2	3.57552	3.35837	3.58271	8366.71	0.15199	573.758	63.4053	2727.94	132.084	837.795	17.709	90.0853	1795.34	881.433	141.86	11.8617	511.023	7.93446	846.137	7.07393	52.6408	59.2664	17.8956	475.839	11.6019	-0.13857	4.15627	85.4813	0.997099	1.77112
20300	20.3	3.69801	3.35837	3.70926	8653.34	0.15299	536.213	60.1303	2692.55	144.841	828.938	17.4657	89.3007	2001.83	741.971	166.329	12.2913	498.572	8.04789	877.334	6.83298	35.0278	52.752	23.3233	482.607	13.2181	-0.855448	13.5758	63.0866	0.528275	1.63121
20400	20.4	3.60266	3.35837	3.61075	8430.23	0.15399	540.745	60.9045	2722.67	144.446	908.488	18.1862	89.0955	1987.29	797.483	144.08	12.6409	494.304	8.19968	894.007	7.75869	27.3984	53.6087	21.7067	514.594	14.0481	-0.545977	6.67896	63.885	1.23786	1.44478
20500	20.5	3.63258	3.35837	3.64166	8500.23	0.15499	521.833	67.7523	2650.95	128.358	857.843	18.6335	91.1691	1989.91	837.417	142.919	12.6166	501.558	8.16478	869.493	7.82653	31.9071	53.0708	11.6683	480.724	16.19	-0.878205	5.89091	79.708	1.35721	1.53671
20600	20.6	3.56807	3.35837	3.57501	8349.28	0.15599	521.143	62.3122	2685.7	158.997	789.028	20.3799	90.533	1944.99	912.674	130.958	12.7166	492.276	8.48162	843.077	7.27492	35.6469	65.5821	46.3077	456.536	18.8788	-0.0310785	16.8993	79.6011	1.96084	1.48321
20700	20.7	3.5533	3.35837	3.55976	8314.73	0.15699	557.649	67.2466	2791.43	161.899	868.085	21.0964	91.209	1908.6	869.8	149.479	12.8127	505.013	7.97471	835.405	6.9395	29.2521	62.5922	22.9701	469.63	15.0767	2.34284	6.1252	81.7547	0.858834	1.46076
20800	20.8	3.52149	3.35837	3.52689	8240.28	0.15799	484.854	88.4207	2727.5	164.532	796.333	21.1423	89.6148	1778.1	854.03	122.725	12.7171	509.666	8.81449	836.929	7.79975	30.8455	65.2044	28.3526	471.938	7.70497	-0.160695	10.0502	103.189	0.545093	1.10233
20900	20.9	3.55731	3.35837	3.5639	8324.1	0.15899	531.295	76.722	2565.55	152.421	930.851	20.8775	90.8441	1841.26	880.144	148.18	13.0261	498.376	9.65343	864.738	8.86286	43.2377	47.2737	39.9871	492.921	16.4555	-0.859085	10.2078	89.6051	1.24561	0.677293
21000	21	3.45354	3.35837	3.4567	8081.29	0.15999	505.671	63.6791	2691.64	167.196	827.035	21.0893	94.2313	1797.45	947.008	131.785	13.5328	491.75	8.7086	942.628	8.49485	37.7568	61.3401	33.4979	478.799	16.0536	-1.18922	11.7581	83.3182	1.53832	0.289159
21100	21.1	3.59997	3.35837	3.60797	8423.93	0.16099	512.507	57.9306	2723.77	142.512	795.654	21.3304	96.2542	1849.36	790.68	112.827	13.523	499.03	8.75614	870.16	8.60654	31.3411	50.2359	20.5811	511.405	13.2284	-1.14993	5.09217	87.3263	2.17901	0.299456
21200	21.2	3.44781	3.35837	3.45077	8067.86	0.16199	574.634	62.6802	2589.86	149.98	834.437	21.2979	96.9122	1902.56	815.552	92.997	13.5499	500.132	9.40397	839.461	8.72749	27.9634	65.0099	27.6362	516.854	13.6448	-0.902337	7.27474	100.933	0.508421	0.742675
21300	21.3	3.49004	3.35837	3.4944	8166.69	0.16299	503.035	56.1639	2637.92	133.875	863.564	21.3494	97.2761	2007.3	856.053	116.252	13.4598	497.635	9.45893	858.312	8.39135	42.9254	43.7769	29.4078	481.75	17.8184	-0.250464	6.65548	76.6172	1.70918	1.12503
21400	21.4	3.51754	3.35837	3.52281	8231.03	0.16399	502.098	77.7519	2762.05	146.889	864.738	21.785	97.2849	1999.34	835.355	116.236	13.7819	499.468	10.2486	903.276	8.10214	41.7549	63.1304	18.6671	502.547	11.3835	-0.980568	5.03304	94.6102	1.40361	1.47651
21500	21.5	3.54682	3.35837	3.55306	8299.55	0.16499	493.491	58.0354	2638.81	137.831	841.765	20.7809	99.6648	2092.25	831.872	163.501	14.2637	474.425	9.58796	811.03	8.7075	45.1254	56.9463	19.1451	507.973	9.67398	-0.604023	8.09294	85.9128	1.40819	2.06198
21600	21.6	3.59214	3.35837	3.59988	8405.6	0.16599	577.889	75.8527	2678.21	197.812	809.602	22.4625	98.652	1918.32	993.177	124.352	14.4559	477.782	10.0832	811.608	9.35303	36.1533	51.912	47.0431	492.334	20.0625	-1.14016	7.71008	87.7033	1.55335	1.75551
21700	21.7	3.65697	3.35837	3.66685	8557.3	0.16699	525.493	67.2539	2716.39	172.62	868.904	23.1955	94.7591	1811.36	896.41	131.376	14.8667	477.381	9.94587	892.728	8.94659	28.6209	63.8877	49.963	492.713	15.5609	-0.0277729	7.73441	76.7034	0.574846	1.20407
21800	21.8	3.62244	3.35837	3.63118	8476.5	0.16799	497.315	72.13	2655.71	148.721	843.51	21.9085	92.6465	1802.48	759.137	89.4986	14.9059	480.202	9.61165	832.713	8.70189	28.0108	55.0167	21.2656	495.861	17.1141	0.00515285	10.3503	98.2689	0.901294	0.753845
