step	time	T	Ekin	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	bond_124	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_65	dihedral_67	dihedral_8	lj	lj-14_0	lj-14_1	lj-14_3	lj-14_4	lj-14_5
17500	17.5	2.47774	100349	1472.14	930.501	1388.34	920.783	659.137	578.747	4015.38	766.394	846.954	4971.05	1259.64	1118.47	886.085	1780.89	4344.5	823.438	846.347	1086.96	4595.7	1055.09	1112.28	872.11	2449.4	756.132	3736.81	1016.42	1059.16	1588.58	1319.65	1101.12	1090.15	1022.4	1380.66	1330.1	1001.18	1044.52	1047.43	1786.65	1289.23	1152.97	1106.06	1119.6	16099.5	3325.33	10882.6	6287.61	5197.66	7793.97	3595.75	1985.12	5307.52	685755	-3424.69	3878.02	5024.63	4900.41	8723.37	8485.03	5953.67	59746.5	-73662.6	26540.7	5246.3	-1162.15	270.245	262.848
18000	18	2.48972	100834	1479.53	922.23	1376.84	849.104	625.103	572.872	4300.97	755.599	887.086	4821.99	1301.41	1084.99	887.267	1689.56	4519.86	794.262	854.597	1055.18	4295.67	1087.21	1106.41	846.3	2681.92	741.667	3781.92	1084.89	1146.41	1696	1366.36	1110.84	1083.08	1166.11	1406.32	1260.45	1107.18	1030.62	1058.47	1916.71	1256.15	1050.38	1113.91	1105.82	16633.1	3544.17	10777.7	6524.44	4981.65	8126.51	3378.96	2114.24	5466.45	684371	-3207.22	3935.93	5054.64	5031.39	8784.12	8340.26	5883.69	59866.1	-73722.6	26289.3	5200.84	-1164.92	236.823	265.169
18500	18.5	2.47386	100191	1454.78	1028.93	1530.47	859.711	693.106	598.564	3899.72	762.231	878.283	5236.52	1279.79	1097.26	847.277	1731.15	4409.2	775.063	835.278	997.965	4257.18	1058.55	1137.78	769.616	2531.28	718.653	3924.02	1071.01	1221.3	1544.01	1392.89	1155.4	1124.12	1229.93	1344.8	1438.3	1101.77	926.803	1099.44	1814.3	1315.22	1138.5	1150.15	1191.6	16933.2	3243.89	10798.3	6341.79	4693.35	7785.9	3517.84	1977.27	5343.24	684337	-3286.47	3894.11	5086.34	5042.28	8945.42	8271.19	5831.51	59886.1	-73437.8	26331.8	5315.63	-1164.98	252.236	249.565
19000	19	2.474	100197	1537.32	987.395	1349.75	886.925	623.224	584.503	4055.16	744.863	859.846	4987.78	1250.73	1094.49	872.507	1680.82	4388.64	794.947	876.597	1020.46	4312.16	986.582	1237.22	839.174	2585.97	738.26	3977.76	1150.77	1097.74	1600.27	1311.48	1018.37	1072.23	1074.11	1300.02	1370.91	1030.28	1076.05	1114.68	1986.8	1427.14	1144.25	1118.88	1102.06	16644.3	3258.91	10562.3	6346.7	4920.21	8382.08	3369.95	2136.71	5571.56	684587	-2951.65	3867.27	4986.61	5023.54	9024.43	8481.49	5888.6	59777.8	-73542.5	26292	5345.92	-1165.44	236.84	272.522
19500	19.5	2.48438	100617	1509.31	994.482	1450.83	815.982	627.971	614.091	3940.54	763.241	828.005	5094.06	1288.62	1093.74	921.236	1623.58	4456.88	786.166	828.109	1007.55	4055.42	1079.71	1030.32	838.883	2593.64	775.096	3749.43	1090.13	1127.75	1576.08	1266.82	1122.04	1068.02	1099.94	1316.46	1311.69	1078.05	1043	1080.36	2012.52	1261.9	1030.71	1066.96	1007.17	16474.9	3431.81	11057.3	6316.31	4871.47	8159.87	3666.48	2082.3	5349.88	684458	-3224.37	3833	5041.41	4833.05	8914.72	8414.58	5881.51	59830.5	-73451.9	26330.7	5245.86	-1164.81	251.785	270.79
20000	20	2.49096	100884	1502.74	1027.62	1501.68	887.008	658.335	601.414	4028.78	837.174	855.936	4933.2	1222.09	1148.56	835.801	1681.14	4471.21	792.915	876.146	1092.75	4257.6	1081.94	1148.52	935.311	2542.68	748.051	3718.32	1119.45	1073.66	1626.56	1276.27	1088.85	1172.96	1076.48	1388.53	1332.17	1015.11	1083.69	1075.16	1943.86	1344.92	1141.63	1102.13	1251.09	16450.3	3548.71	10725.4	6161.89	4896.9	7936.27	3624	2082.96	5566.45	684332	-3041.77	3858.66	5055.59	4858.79	8880.76	8217.62	5866.08	59858.9	-73651.7	26390.7	5253.9	-1164.52	250.959	262.135
20500	20.5	2.47709	100322	1468.18	993.352	1421.94	914.465	640.604	561.746	4095.53	820.591	831.286	4986.41	1270.13	1140.47	845.122	1696.87	4298.86	805.54	839.868	1032.84	4141.52	1005.64	1137.2	840.651	2536.86	810.235	3933.3	1028.01	1148.79	1646.62	1267.13	1047.66	1132.56	1093.1	1406.1	1250.51	1045.65	1015.1	1092.21	1804.91	1358.36	1076.06	1034.24	1099.87	16481.6	3322.35	10864.2	6352.51	4966.11	7993.13	3363.18	2178.1	5383.45	684765	-3015.52	3801.45	5061.22	5293.7	8840.05	8201.7	5850.06	59924.3	-73515.6	26409.3	5266.69	-1163.41	241.089	247.723
21000	21	2.46254	99732.9	1513.32	1002.04	1394.2	860.75	618.853	587.173	4001.02	684.201	808.703	4995.55	1326.24	1084.03	844.879	1673.52	4431.36	881.647	840.174	1018.18	4290.11	1140.77	1125.59	808.431	2663.86	771.139	3776.1	1036.21	1225.5	1560.27	1318.09	1152.85	1103.51	1084.66	1328.09	1391.31	1154.51	1007.91	1064.46	1794.43	1246.82	1193.64	1149.6	1280.48	16232.2	3563.29	10870.7	6339.85	5174.47	8027.63	3396.99	1874.75	5351.97	683794	-2863.35	3790.61	5078.03	5213.09	9139.04	8517.23	5826.6	59962.2	-74206.6	26394	5254.81	-1162.96	217.416	273.062
21500	21.5	2.47638	100293	1499.65	997.472	1379.47	909.726	638.48	549.231	4048.76	768.898	911.7	4858.64	1212.86	1065	839.164	1707.68	4417.63	835.608	871.15	1027.88	4292.71	1136.49	1086.33	877.507	2687.78	733.074	3740.69	1088	1036.52	1637.81	1251.43	1095.37	940.747	1100.49	1327.4	1272.01	1103.72	1049.86	1118.12	1884.52	1226.62	1120.27	1089.91	1144.04	16374.8	3262.87	10540.4	6304.97	5099.53	7971.66	3662.62	1916.49	5618	684520	-3114.9	3867.12	5073.12	5077.2	9158.46	8391.9	5821.86	59888.2	-73495.1	26472.1	5261.48	-1161.7	246.207	253.767
22000	22	2.47872	100388	1455.42	988.25	1372.83	836.899	620.507	573.782	4266.65	849.282	877.341	4608.16	1228.46	998.589	843.123	1760.24	4489.25	779.625	874.693	1050.67	4285.62	1041.43	1067.65	902.294	2733.39	744.715	3793.29	1109.28	1180.8	1605.68	1331.97	1099.43	1163.73	1022.49	1375.92	1331.85	1141.03	1020.76	1046.44	1848.62	1319.43	1063.25	1096.52	1183.47	16324.5	3434.86	10838.1	6239.89	4871.05	8252.04	3444.14	2139.82	5608.38	683531	-2925.31	3732.74	5079.24	5211.75	8903.86	8448.51	5858.35	59890.5	-73703.4	26427.4	5199.15	-1162.16	241.905	264.789
22500	22.5	2.48893	100801	1496.26	1095.49	1498.95	952.256	680.764	588.288	3930.8	728.93	927.477	5022.87	1256.04	1105.88	868.269	1774.36	4367.61	842.06	883.625	1108.72	4274.29	1047.57	1204.23	895.832	2532.56	740.315	3902.53	1085.1	1150.99	1490.92	1169.6	1036.76	1081.34	1152.45	1405.98	1265.91	1131.27	1081.85	1109.06	1792.18	1237.37	1119.07	1089.93	1182.5	16494.3	3612.22	10941.6	6155.59	5089.37	8025.24	3505.62	1968.15	5477.2	683361	-3046.17	3832.16	5096.24	5071.83	8792.2	8608.56	5836.53	59908.9	-73987.2	26375.4	5231.99	-1167.12	231.83	284.759
23000	23	2.46339	99767.2	1518.02	986.862	1411.9	852.616	611.398	585.565	3993.06	749.469	836.399	4922.5	1247.3	1034.33	851.824	1650.63	4292.25	807.792	875.294	974.823	4356.15	995.72	1157.64	846.508	2662.7	794.778	3727.5	1178.01	1145.42	1637.8	1298.65	1071.83	1095.72	1029.97	1364.43	1369.56	1106.55	1073.32	1191.43	1894.88	1266.58	1161.03	1085.42	1103.66	16366.5	3433.22	10939.5	6406.64	4773.25	8001.29	3639.77	1970.76	5370.19	683793	-2926.1	3822.07	5021.74	5195.38	8960.64	8058.26	5869.53	59869.6	-73861.8	26420.6	5326.92	-1164.3	237.009	264.315
23500	23.5	2.48399	100602	1531.82	1012.55	1524.24	892.605	678.629	597.62	3956.69	729.446	885.83	4824.98	1214.61	1125.82	887.602	1722.99	4311.26	719.57	855.214	1072.84	4166.18	1058.08	1105.71	869.487	2667.44	776.307	3741.45	1133.27	1200.89	1664.08	1407.77	1069.8	1189.26	1115.9	1415.42	1292.31	1124.26	1002.16	1085.45	1826.58	1392.4	1181.52	1075.06	1142.53	16414.6	3596.31	10657	6019.33	4807.05	8200.16	3322.22	1996.58	5465.82	684087	-3050.34	3844.85	5034.51	5092.57	9129.31	8028.33	5933.02	59877.2	-73707.1	26355.7	5221.84	-1166.31	258.9	278.244
24000	24	2.49859	101193	1536.55	1012.91	1437.87	888.167	634.178	598.096	4095.17	764.921	826.592	4911.56	1267.5	1069.21	881.418	1705.11	4558.87	847.316	857.949	1079.72	4295.12	969.582	1158.75	876.368	2585.6	717.209	3908.47	1112.25	1159	1686.18	1269.36	1040.76	1105.9	1139.23	1328	1205.78	1060.47	1157.38	1178.59	1867.63	1267.19	1197	1053.5	1101.73	16334.5	3517.16	10816.9	6270.41	4828.84	8167.11	3514.18	2198.44	5387.59	683041	-2971.49	3878.26	5056.17	5109.77	9057.41	8432.3	5856.38	59852.8	-73645.2	26346.2	5251.41	-1165.77	246.77	281.54
24500	24.5	2.47168	100103	1515.66	987.055	1449.52	906.363	625.567	612.781	4049.06	823.224	862.563	4859.76	1241.83	1088.88	816.864	1611.31	4269.17	848.576	824.642	1060.52	4053.8	1047.2	1168.44	882.737	2655.54	732.596	3885.7	1015.68	1149.39	1543.2	1224.25	1101.32	1066.29	1165.98	1294.41	1422.96	1043.13	955.032	1168.15	1828.65	1272.61	1110.3	980.283	1163.95	16210.2	3417.27	10420	6051.86	4947.97	8079.56	3737.47	2078.67	5217.75	684288	-2864.04	3795.97	5103.12	5134.19	8805.5	8169.67	5844.94	59940	-73682.6	26423.8	5328.58	-1161.62	257.53	269.262
25000	25	2.47562	100263	1489.11	988.735	1538.74	923.538	682.615	612.386	4177.74	765.722	873.716	4926.24	1170.75	1088.9	927.063	1815.53	4311.67	830.79	874.755	1049.21	4316.02	1007.39	1115.85	865.601	2729.59	775.928	3627.54	1118.6	1205.17	1678.4	1244.15	1054.83	1012.05	1139.7	1340.21	1321.92	1127.39	970.365	1142.01	1920.04	1306.26	1152.33	1073.26	1122.91	16362.5	3364.57	10987	6396.74	5019.23	7725.08	3587.56	2026.02	5308.76	683243	-2994.44	3803.54	5116.93	5167.85	8969.78	8255.25	5796.31	59864.2	-73718	26491.1	5234.89	-1166.09	229.477	254.238
25500	25.5	2.49256	100948	1452.97	939.421	1430.9	894.199	663.417	557.981	4058.24	783.271	831.876	4912.56	1382	1080.89	872.769	1717.45	4350.27	875.587	846.294	1063.43	4303.51	1077.6	1126.53	816.16	2722.92	716.432	3818.49	1087.75	1118.98	1580.67	1357.7	1068.76	1126.98	1155.95	1363.16	1257.1	1016.22	1003.83	1171.02	1850.58	1359.54	1080.96	979.267	1057.84	16702.7	3283.23	10895.3	6292.37	5000.92	7865.51	3347.21	2122.57	5262.97	683867	-2858.03	3810.83	5114.94	5053.75	9065.57	8466.71	5894.76	59836.2	-73955.9	26350.9	5272.91	-1164.06	232.805	281.98
26000	26	2.48314	100567	1431.95	942.973	1376.83	871.222	640.586	539.399	3955.55	792.159	877.545	5156.24	1275.57	1086.01	888.537	1758	4215.6	768.084	882.847	1094.92	4218.28	981.7	1124.68	834.731	2678.06	709.759	3747.24	1055.13	1161.58	1686.05	1325.5	1161.9	1148.45	1136.51	1417.5	1324.95	1054.33	1100.84	1123.44	1776.56	1303.99	1188.16	1122.52	1177.45	16614.9	3581.59	10598.3	6213.98	4982.95	7902.48	3422.15	2003.3	5454.97	683198	-2828.73	3807.32	5097.79	5172	9046.8	7902.38	5830.07	59810.2	-73942.8	26324.1	5333.56	-1163.73	240.108	264.63
26500	26.5	2.47224	100126	1549.88	1007.46	1453.49	879.773	661.632	599.839	4131.51	764.516	885.066	4920.29	1259.14	1084.62	838.512	1659.05	4399.52	853.455	844.52	1018.07	4159.95	1038.37	1228.91	880.486	2636.09	782.445	3797.42	1107.6	1087.3	1653.48	1430.43	1042.52	1102.58	1096.99	1401.17	1272	1067.48	1062.18	1123.58	1992.39	1248.25	1056.5	1096.08	1118.71	16577.2	3398.79	10851.2	6108.97	4971.16	8240.19	3335.9	2110.96	5472.57	682628	-2973.81	3804.09	5074.07	5029.76	8937	8406.95	5769.59	59841.8	-73814.8	26366.7	5262.26	-1163.65	234.937	277.774
27000	27	2.49645	101106	1484.57	974.182	1432.94	947.023	676.614	592.346	4158.58	720.525	829.913	4958.54	1280.99	1016.78	886.053	1786.27	4478.39	826.158	875.854	972.555	4124.91	1132.17	1074.17	839.423	2725.58	772.05	3775.88	1112.52	1193	1638.33	1299.27	1137.23	1102.87	1106.2	1458.41	1227.42	1007.25	1007.82	1162.39	1851.55	1320.44	1073.26	1187.63	1049.01	16293.2	3538.49	10769.4	5848.78	4935.84	8064.1	3540.45	1938.24	5462.14	682532	-2866.86	3803.86	5066.24	4981.29	8892.15	8352.28	5882.84	59783.5	-73127.6	26410.5	5269.15	-1164.07	250.486	273.641
27500	27.5	2.48559	100667	1450.5	910.904	1459.26	909.234	649.235	592.535	4158.27	782.216	887.405	4779.84	1259.59	1091	872.323	1782.47	4285.67	798.271	870.379	1073.94	4123.29	989.757	1214.05	840.353	2703.24	705.084	3710.33	1065.83	1153.63	1600.42	1283.95	1102.45	1064.14	1112.22	1372.4	1417.08	1021.56	1051.09	1084.23	1788.27	1310.45	1212.67	994.34	1185.59	16453.7	3471	10836.7	6471.48	5012.41	8362.19	3622.83	2021.09	5472.08	682290	-2693.25	3792.84	5056.7	5126.01	8923.62	8295.63	5854.99	59923	-73180.3	26477.6	5274.92	-1162.44	238.097	271.091
28000	28	2.46672	99902	1532.11	974.722	1476.54	835.837	628.466	606.494	3934.49	790.875	878.055	4908.23	1263.31	1131.93	810.318	1672.21	4231.29	820.105	860.873	1027.96	4217.66	921.47	1094.52	814.549	2410.45	750.268	3732.49	1029.64	1148.44	1585.1	1233.31	1036.5	1077.06	1248.14	1360.76	1348.87	1075.83	1073.78	1168.01	1794.9	1244.83	1062.28	1089.05	1158.67	16621.8	3507.37	10772.9	6454.97	4956.11	8185.48	3679.69	1940.08	5458.97	683116	-2822.58	3673.81	5115.72	5067.13	8905.66	8538.9	5837.1	59899.6	-73104.6	26354.7	5408.93	-1163.61	251.737	277.421
28500	28.5	2.45634	99481.8	1551.57	941.411	1506.53	894.313	695.553	602.421	3946.41	791.678	933.449	4983.17	1247.39	1139.31	911.786	1742.72	4280.25	799.73	847.252	1168.36	4199.44	1077.35	1122.03	855.649	2464.61	725.372	3812.29	1089.43	1041.23	1579.47	1243.19	933.962	1139.75	1179.49	1303.06	1359.14	1126.34	989.361	1158.62	1905.84	1258.55	1157.58	1064.36	1142.59	16273.9	3361.12	10924.1	6324.75	4811.46	7865.44	3557.19	1959.93	5554.48	682968	-2988.84	3808.66	5057.07	5015.55	9017.17	8529.88	5831.56	59953.6	-73529	26485	5337	-1164.79	249.888	280.105
29000	29	2.47111	100080	1546.53	994.95	1443.05	951.832	658.218	580.064	4091.28	809.692	836.041	5109.76	1354.64	1107.21	823.91	1714.61	4461.04	780.851	882.137	1056.32	4210.58	1063.84	1148.39	868.665	2604.79	730.593	4050.04	1114.58	1173.68	1589.63	1273.61	1169.38	1137.69	1091.43	1285.8	1350.46	1037.88	1051.81	1152.46	1781.27	1298.62	1124.31	1033.25	1163.08	16893.8	3530.61	10799.2	6077.2	5151.24	7843.71	3664.6	2062.47	5490.4	682030	-2642.36	3700.01	5099.32	4909.71	8770.96	8530.75	5820.23	59830.7	-73982.7	26296.6	5272.41	-1166.02	221.364	290.438
29500	29.5	2.48038	100455	1574.99	982.941	1433.28	901.903	639.866	579.688	3924.93	783.561	874.405	4702.58	1320.64	1058.35	875.226	1787.15	4359.83	816.731	926.16	1086.62	4283.82	1075.02	1162.43	900.738	2643.85	737.065	3771.08	995.107	1117.94	1648.01	1288.09	1079.85	1073.47	1207.26	1329.58	1322	1100.1	1102.15	1182.06	1759.74	1301.91	1101.52	1109.87	1086.52	16375.2	3420	10573.2	6093.85	4990.65	8242.85	3595.29	2007.27	5202.19	682575	-2776.87	3756.57	5126.4	4942.78	9046.03	8342.84	5809.21	59905.2	-73463.1	26413.1	5332.35	-1164.77	228.926	286.791
30000	30	2.46026	99640.6	1538.4	922.024	1501.98	924.839	650.975	610.064	4220.25	750.686	844.163	4837.69	1349.52	1133.84	855.961	1736.39	4486.5	878.5	881.14	1048.8	4191.12	1095.24	1145.65	830.307	2551.59	706.321	3721.66	1159.49	1127.68	1729.25	1295.28	1007.53	1046.84	1132.79	1334.5	1320.27	990.808	1071.1	1069.75	1815.53	1261.88	1169.5	1097.25	1076.59	16141.9	3655.37	10816.1	6283.68	4874.22	8191.18	3512.36	1905.48	5368.46	682517	-2804.64	3742.83	5089.06	5062.33	8966.22	8424.06	5830.06	59888.9	-73747.4	26441.6	5210.47	-1163.98	216.222	276.813
30500	30.5	2.46865	99980.3	1492.97	941.499	1373.88	931.034	651.898	560.981	4052.47	813.804	898.857	4888.23	1228.55	1131.04	945.024	1759.64	4403.09	802.101	881.226	1016.88	4202.63	1126.6	1041.03	836.949	2640.3	792.755	3867.53	1079	1169.22	1625.74	1366.87	1154.15	1221.19	1100.96	1370.84	1298.7	1019.4	995.817	1148.39	1852.99	1274.6	1141.27	1128.04	1110.35	16151.8	3318.1	10762.6	6707.86	4861.24	7998.12	3572.1	2030.95	5575.09	681976	-2720.34	3738.08	5144.76	5143.85	9032.91	8481.07	5752.21	59869.6	-73662.7	26504.7	5354.03	-1162.98	214.157	268.744
31000	31	2.49186	100920	1442.94	935.598	1480.67	928.118	647.186	605.184	3858.63	764.892	849.118	4854.15	1235.78	1090.48	840.735	1760.51	4183.08	826.242	849.33	1081.83	4266	1031.48	1146.04	903.045	2505.04	720.679	3848.98	1082.16	1133.71	1579.27	1363.2	1185.09	1086.21	1150.89	1291.62	1319.85	1052.41	1037.82	1086.51	1795.72	1308.4	1159.95	1183.33	1193.46	16091.1	3704.29	10932.6	6113.05	4815.18	7942.64	3426.82	2048.84	5439.52	681673	-2472.06	3689.88	5163.83	5160.1	8987.72	8496.21	5768.99	59916.9	-73013.5	26397.1	5366.08	-1164.42	229.778	311.08
31500	31.5	2.47992	100437	1475	975.953	1385.59	891.77	674.893	554.193	4111.31	758.929	773.303	4776.09	1230.65	1072.49	907.761	1751.52	4278.98	842.175	866.245	1056.89	4270.94	1053.2	1130.32	853.714	2519.99	837.932	3801.42	1177.03	1202.1	1572.99	1266.82	1079.38	1085.62	1123.48	1355.82	1313.12	1117.36	1040.33	1133.9	1762.45	1372.58	1194.84	1061.07	1105.3	16145.9	3528.09	11111.5	6219.03	5113.87	8017.1	3507.21	1966.45	5259.45	682361	-2565.43	3645.64	5171.03	5056.28	8959.27	8560.86	5689.38	59803.1	-73529.7	26461.3	5341.03	-1163.81	221.889	277.35
32000	32	2.46222	99719.7	1460.59	946.73	1455.9	914.069	662.966	575.534	4118.47	782.039	851.649	4916.95	1250.05	1079.85	908.977	1719.3	4528.23	871.447	846.843	1050.39	4186.1	1036.22	1177.09	754.433	2551.96	841.495	3839.95	1083.13	1149.62	1575.15	1227.02	1081.87	1093.32	1107.96	1329.7	1329.09	1118.03	1096.25	1153.86	1901.71	1311.66	1171.48	1145.46	1208.78	16464.5	3350.37	10858	6407.66	5084.31	7983.16	3578.19	1816.27	5489.88	682329	-2498.87	3691.18	5078.49	4881.78	8909.16	8188.89	5777.66	59817.4	-73629.8	26398.4	5315.2	-1164.64	216.326	258.657
32500	32.5	2.49345	100985	1442.48	933.525	1409.67	963.026	667.908	544.478	4009.11	800.082	822.866	5011.15	1253.44	1157.91	902.347	1804.76	4364.71	880.104	904.792	1073.98	4470.47	1045.31	1134.81	863.076	2602.29	754.625	3645.18	1144.39	1036.47	1671	1353.77	1102.68	1065.03	1232.41	1460.07	1303.59	1100.1	1108.56	1115.98	1781.76	1223.95	1227.39	1012.03	1137.98	16548.4	3409.85	10980.8	6167	5091.52	7918.14	3465.57	1903.29	5479.14	681711	-2499.18	3682.62	5123.23	4794.55	8978.85	8473.89	5765.43	59828.7	-73908.3	26420	5342.4	-1163.52	207.607	279.194
33000	33	2.46093	99667.6	1475.38	961.705	1450.62	872.587	702.655	571.372	4055.46	788.066	838.452	4932.46	1333.82	1024.2	853.384	1809.77	4395.99	818.302	891.033	1107.36	4564.55	993.447	1157.56	863.044	2645.18	714.744	3777.93	1044.27	1121.43	1580.58	1220.17	1114.56	1129.08	1202.61	1328.9	1258.86	1041.2	1050.13	1114.45	1804.75	1342.17	1201.48	1104.17	1143.23	16851.8	3297.42	10733.6	6437.15	5062.25	7852.92	3500.12	2011.1	5389.09	680569	-2597.32	3700.08	5075.36	4902.29	8747.74	8482.59	5836.05	59812.6	-73173.7	26288.2	5299.28	-1166.56	191.206	285.575
33500	33.5	2.47791	100355	1534.82	990.369	1469.34	950.273	674.518	571.264	4017.45	733.661	909.324	4983.16	1266.12	1097.07	838.074	1732	4390.36	842.909	884.232	1041.13	4082.2	1010.37	1077.48	880.062	2624.47	723.403	3623.94	1038.37	1060.48	1606.23	1336.4	1053.87	1088.35	1085.95	1346.39	1286.87	1013.77	1010.27	1112.9	1826.84	1393.26	1155.29	1088.6	1106.79	16300.5	3571.83	10957.3	5974.83	5078.87	8081.55	3594.29	2071.28	5330.92	681504	-2172.82	3644.07	5162.69	4989.31	9305.56	8306.38	5744.07	59894.4	-73727.8	26403.9	5302.72	-1165.4	215.406	287.941
34000	34	2.48548	100662	1493.31	948.169	1358.07	865.647	592.95	571.992	4067.06	729.772	819.32	4772.24	1214.49	1050.08	845.619	1604.7	4361.45	868.453	839.77	995.143	4154.06	1061.6	1130.21	885.718	2609.27	749.404	3791.93	994.171	1067.97	1531.25	1336.51	1138.67	1021.69	1106.91	1388.91	1350.65	1042.32	1066.64	1215.79	1829.88	1384.38	1085.99	1110.59	1031.73	16471.8	3379.51	10618.5	6390.71	4750.47	7948.23	3458.4	1891.91	5414.03	681742	-2550.44	3704.79	5143.55	5076.64	9014.73	8412.36	5756.23	59916.4	-73417.9	26519.8	5268.89	-1159.66	203.812	260.534
34500	34.5	2.51797	101978	1403.2	944.54	1495.3	911.373	657.134	587.887	3928.5	753.394	847.619	4821.16	1312.41	1103.34	858.891	1688.78	4338.08	858.553	811.522	1060.13	4110.9	1047.6	1025.32	855.01	2615.51	748.01	3739.65	1016.65	1058.8	1590.09	1288.38	1080.79	1048.5	1172.8	1354.48	1232.92	1125.38	1024	1056.44	1864.74	1324.03	1087.44	1122.72	1122.68	16573	3717.1	10791.9	6287.73	4970.19	7856.76	3273.93	1949.32	5670.43	681377	-2554.37	3719.73	5112.34	5040.26	9084.71	8182.48	5788.85	59818.6	-73960.2	26286.2	5357.07	-1165.02	223.531	285.832
35000	35	2.46616	99879.4	1575.33	914.909	1459.45	962.25	637.54	584.981	4040.28	779.649	897.446	4556.7	1154.34	1079.56	845.152	1692.67	4384.6	804.282	876.763	1091.39	3952.48	1068.62	1102.81	868.51	2575.22	782.543	3737.67	1074.76	1142.38	1672.12	1352.72	1100.57	1005.21	1130.84	1326.02	1316.01	1006.4	1071.31	1182.49	1871.79	1257.25	1088.22	1041.97	1184.92	16292.4	3512.28	10768.6	6097.19	5045.59	7694.89	3662.85	2008.8	5362.24	681325	-2494.73	3644.23	5153.64	5042.94	9093.76	8640.59	5744.48	59858	-73794	26491.1	5337.78	-1162.3	208.243	295.61
35500	35.5	2.48262	100546	1556.09	997.291	1519.75	899.816	671.04	612.423	4149.87	772.464	923.196	4819.22	1271.35	1045.89	885.654	1695.88	4187.9	797.219	866.826	1005.11	4028.59	1061.51	1098.18	849.473	2681.97	827.8	3832.16	1092.41	1191.56	1596.64	1361.94	1113.05	1017.65	1088.48	1370.63	1293.31	1098.88	1053.53	1141.16	1839.29	1256.72	1010.3	1079.19	1113.64	16457.7	3181.86	10932.9	6179.92	5088.19	8033.66	3489.59	1952.32	5529.91	680839	-2346.45	3729.21	5152.31	4987.69	8978.39	8290.5	5756.7	59888.5	-73616.6	26453.1	5326.93	-1165.36	217.296	292.864
36000	36	2.47837	100374	1511.69	918.016	1371.34	884.333	647.645	569.764	3792.1	687.423	856.849	4875.87	1215.66	992.202	825.286	1791.43	4409.13	812.562	912.591	1022.51	4023.3	1030.36	999.344	873.389	2601.14	722.627	3762.82	1051.92	1132.75	1550.31	1252.52	1164.19	1127.39	1168.04	1210.63	1304.65	995.892	1112.93	1064.32	1855.13	1247.56	1135.96	1036.64	1182.11	16223	3689.23	10607.6	6474.12	4941.17	7902.44	3508.59	2074.36	5319.95	681459	-2744.33	3674.51	5192.14	4874.68	8986.61	8479.53	5747.39	59971	-73701.9	26472.8	5411.03	-1163.57	218.218	291.263
36500	36.5	2.47153	100097	1621.58	977.903	1427.91	880.285	652.351	614.275	4015.53	775.466	903.786	4616.49	1201.04	1018.52	884.271	1822.44	4289.19	812.552	943.892	1093.21	4067.52	1075.4	1144.15	904.191	2542.32	758.409	3751.85	1127.35	1142.38	1540.87	1252.76	1082.04	1031.16	1129.98	1385.14	1291.17	1045.79	1084.83	1124.15	1912.46	1370.52	1077.5	1151.7	1053.48	16086.2	3616.76	10748.7	6185.18	4843.11	7940.32	3614.34	2187.29	5300.34	680790	-2397.04	3636.86	5159.66	5021.68	9031.22	8320.4	5757.85	59896.5	-73432.3	26518.4	5296.55	-1163.68	233.512	291.936
37000	37	2.46891	99990.9	1543.8	1024.13	1455.1	832.819	632.459	610.012	3928.05	749.328	883.424	4955.67	1295.74	1095.8	909.435	1670.36	4500.58	857.071	872.134	1082.66	4389.87	997.149	1176.74	821.498	2570.15	774.955	3773.56	1133.19	1067.2	1560.97	1202.36	1061.69	1069.91	1187.25	1282.37	1329.05	1068.63	1029.35	1059.51	1732.99	1421.21	1137.8	1101.08	1138.6	16687.6	3488.46	10962.8	6152	5032.37	8014.5	3535.37	1901.01	5560.84	680546	-2344.82	3640.17	5112.61	5015.7	8956.64	8380.4	5762.34	59883.4	-73726.8	26340.2	5388.4	-1165.03	195.922	285.16
37500	37.5	2.47985	100434	1516.77	997.213	1405.03	805.998	618.258	580.985	3901.4	767.452	801.877	5078.66	1245.7	1084.65	873.852	1656.14	4494.62	814.66	881.164	1101.34	3969.5	1001.88	1193.1	858.594	2616.93	718.168	3736.52	1035.24	1060.75	1570.8	1448.09	1078.25	1079.7	1115.15	1439.15	1291.58	1035.46	1022.32	1197.48	1825.74	1316.18	1151.65	1127.13	1149.5	16571	3537.16	10816.3	6202.14	4814.06	8005.23	3459.51	2124.98	5580.63	680030	-2397.49	3602.3	5123.74	4939.63	9166.86	8487.9	5739.67	59857.2	-73240.1	26224.2	5359.72	-1165.86	222.941	305.259
