step	time	T	T-cg	T-at	Ekin	res	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285_cross	angle_286_cross	angle_287_cross	angle_288_cross	angle_289_cross	angle_290_cross	angle_291_cross	angle_292_cross	angle_293_cross	bond_124	bond_124_cross	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131_cross	bond_132_cross	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_4_cross	dihedral_65	dihedral_65_cross	dihedral_67	dihedral_8_cross	lj	lj-14_0	lj-14_0_cross	lj-14_2	lj-14_3	lj-14_8_cross	lj-14_9_cross	tab-cg
19500	19.5	2.47842	2.47614	2.47867	55764.5	0	760.782	779.249	396.489	571.659	525.671	509.344	396.841	604.285	519.545	514.971	554.323	769.829	727.925	441.165	566.314	483.313	488.338	419.243	591.416	464.674	478.257	501.793	720.62	627.402	376.103	588.315	480.658	539.186	378.536	636.728	455.204	592.764	508.805	0	0	0	0	0	0	0	0	0	1877.77	0	1884.97	1990.17	1832.48	4040.29	1394.37	668.501	2948.04	0	2114.91	0	94.3024	1134.61	4355.97	1216.48	2953.51	0	1848.14	0	599.081	0	0	5699.18	0	-337.986	509.139	0	0	-23839.1
20000	20	2.48733	2.47614	2.48858	55965	0	728.814	803.412	422.56	527.922	489.343	503.018	425.615	645.203	513.185	535.486	464.31	908.749	675.862	390.586	596.483	457.544	515.772	381.296	575.179	510.427	489.129	476.892	655.381	656.163	382.261	571.557	481.391	528.954	363.703	684.433	494.935	423.743	550.68	0	0	0	0	0	0	0	0	0	1802.94	0	1949.9	2020.62	1876.94	3866.78	1388.24	772.765	3029.48	0	2019.3	0	30.0813	1126.43	4352.61	1098.12	2921.76	0	1791.06	0	564.658	0	0	5664.49	0	-338.404	499.665	0	0	-24020.6
20000	20	2.48733	2.47614	2.48858	55965	0	728.814	803.412	422.56	527.922	489.343	503.018	425.615	645.203	513.185	535.486	464.31	908.749	675.862	390.586	596.483	457.544	515.772	381.296	575.179	510.427	489.129	476.892	655.381	656.163	382.261	571.557	481.391	528.954	363.703	684.433	494.935	423.743	550.68	0	0	0	0	0	0	0	0	0	1802.94	0	1949.9	2020.62	1876.94	3866.78	1388.24	772.765	3029.48	0	2019.3	0	30.0813	1126.43	4352.61	1098.12	2921.76	0	1791.06	0	564.658	0	0	5664.49	0	-338.404	499.665	0	0	-24020.6
20100	20.1	2.46304	2.47614	2.46159	55418.5	0.00099	771.788	764.617	409.474	552.154	440.649	483.156	369.411	660.833	533.093	509.041	470.679	759.681	671.667	463.691	547.844	452.143	500.891	401.205	653.583	542.764	506.787	567.647	694.824	619.648	399.883	619.194	440.124	504.945	377.291	653.713	453.603	512.79	505.161	0.127938	0.134678	0.139753	0.0730785	0.0743812	0.163919	0.125485	0.0705366	0.174901	1883.32	36.3673	1934.68	1925.01	1851.52	4006.65	1400.05	704.635	3137.84	19.0127	2247.7	0.265326	159.962	1172.7	4333.59	1180.11	2957.81	0.0157351	1847	0.0741051	567.482	0.0546346	58.8957	5780.87	0.0214763	-338.017	488.507	0.578901	0.000175302	-24030.2
20200	20.2	2.4706	2.47614	2.46998	55588.5	0.00199	878.311	662.662	374.677	555.87	504.669	457.729	365.946	608.485	505.888	537.974	507.109	846.326	700.655	432.304	586.431	478.201	510.359	455.523	582.388	514.731	539.776	500.769	716.099	566.526	343.233	507.439	538.984	501.768	368.09	610.153	541.049	522.123	523.314	0.515959	0.545638	0.55832	0.293187	0.29644	0.657427	0.510237	0.288889	0.705094	1896.45	146.612	1994.24	1940.36	1983.98	4051.88	1424.76	758.818	3037.75	76.9428	2085.32	1.07359	30.2318	1147.23	4331.84	1115.85	3026.33	0.0620463	1876.09	0.298339	565.788	0.222283	75.7708	5822.06	0.0579487	-338.088	509.469	3.62078	0.000759223	-24011.7
20300	20.3	2.47856	2.47614	2.47882	55767.5	0.00299	757.563	752.556	394.821	574.598	498.537	530.787	367.343	691.405	539.481	492.977	499.276	706.312	701.543	416.864	611.171	492.234	521.042	420.29	597.99	525.847	548.808	542.387	665.372	636.773	386.171	655.18	460.475	538.728	409.085	629.802	479.215	522.359	491.39	1.15858	1.25024	1.27795	0.655728	0.678016	1.47838	1.15169	0.660007	1.60125	1933.87	330.874	2092.41	1956	2015.1	4000.04	1448.54	707.856	2949.57	173.533	2038.28	2.41388	136.63	1196.66	4334.16	1140.29	3034.58	0.141183	1764.49	0.671892	562.86	0.500943	106.395	5730.27	0.206509	-338.137	493.477	4.45541	0.0019252	-24028.3
20400	20.4	2.4571	2.47614	2.45499	55284.8	0.00399	713.044	761.141	447.852	568.564	548.768	489.225	408.078	627.436	534.631	492.804	445.506	782.882	690.909	376.296	551.414	483.693	502.599	384.318	601.318	508.87	492.197	520.645	736.481	667.661	396.389	608.326	499.698	438.935	391.169	614.551	551.211	523.119	530.211	2.06872	2.16489	2.27727	1.15854	1.19255	2.61471	2.03107	1.19464	2.83602	1989.46	587.326	1990.34	1896.14	1960.39	4009.12	1425.95	727.263	2981.23	307.305	2011.95	4.28219	177.714	1189.63	4330.37	1145.49	3066.86	0.247414	1817.12	1.18613	569.132	0.896634	117.196	5772.54	0.110111	-338.149	490.279	1.03587	0.00662227	-23992.2
20500	20.5	2.46136	2.47614	2.45972	55380.6	0.00499	748.95	784.741	414.597	512.665	456.532	507.201	412.585	573.408	432.657	487.832	435.963	802.058	744.935	402.782	582.644	479.479	517.676	408.29	596.416	498.027	500.738	473.356	695.713	608.956	374.532	586.503	593.223	529.177	419.538	603.295	550.032	481.671	522.545	3.25295	3.44328	3.55455	1.80571	1.89702	4.06887	3.11817	1.86672	4.40381	1869.77	915.889	1974.87	1952.42	1961.67	4121.86	1365.19	691.635	3007.24	480.776	2102.75	6.75354	90.1714	1153.64	4358.14	1280.11	2915.23	0.389144	1818.63	1.86472	612.296	1.40273	158.609	5866.82	0.189991	-338.058	521.526	1.96616	0.00490759	-24043.1
20600	20.6	2.44839	2.47614	2.44531	55088.8	0.00599	730.344	769.253	399.958	562.461	537.093	544.904	383.307	621.971	549.533	481.311	455.045	747.546	697.68	370.558	608.81	472.325	531.612	390.854	608.998	508.437	512.248	543.241	641.522	675.112	404.057	514.004	450.779	507.289	421.888	664.846	469.445	477.258	482.498	4.58291	4.97362	5.11304	2.60602	2.73896	5.91497	4.56169	2.71475	6.34755	1806.2	1320.66	2063.75	1867.74	1811.2	3880.96	1420.71	744.144	3012.36	689.834	2002.58	9.76386	102.852	1195.21	4357.61	1089.07	2877.85	0.560756	1675.32	2.67073	561.919	2.03812	161.402	5898.02	0.434973	-338.017	512.584	3.17466	0.0129753	-24058.9
20700	20.7	2.46969	2.47614	2.46898	55568.1	0.00699	714.036	684.13	365.573	543.802	460.441	499.675	339.992	617.242	562.793	475.317	539.627	658.523	615.565	427.109	540.078	489.16	505.358	416.004	618.924	489.55	511.911	559.359	647.926	601.408	394.074	589.965	483.359	516.904	402.744	626.879	472.164	518.181	506.762	6.22816	6.75587	6.91269	3.53243	3.707	8.06041	6.21243	3.799	8.5851	1854.81	1792.09	1925.35	1918	1944.89	3878.5	1377.48	750.988	3060.12	931.55	2123.11	13.3833	107.98	1199.12	4342.56	1224.47	2965.44	0.757831	1741.1	3.63433	604.312	2.77967	198.213	5981.72	0.831724	-338.214	527.048	4.41746	0.0260497	-24066.3
20800	20.8	2.47034	2.47614	2.46969	55582.6	0.00799	790.918	697.1	388.705	563.674	419.1	495.342	445.163	617.401	541.342	520.373	439.742	777.761	736.852	448.201	543.254	481.602	461.83	372.94	589.283	459.973	506.414	540.899	661.262	688.978	396.548	583.777	459.951	501.812	383.874	676.78	561.24	539.438	511.385	8.34765	8.92402	8.91659	4.56691	4.82642	10.6846	8.12296	4.92038	11.2216	1935.85	2330.22	1892.95	1960.05	1795.92	3947.2	1454.88	755.13	3058.99	1218.11	2203.35	17.3392	10.2922	1181.34	4329.98	1234.01	3160.32	0.983069	1947.56	4.76815	611.198	3.62524	213.789	5945.36	0.488059	-338.024	510.856	6.033	0.0325358	-24053.6
20900	20.9	2.49573	2.47614	2.49791	56154	0.00899	898.648	800.155	411.092	594.533	545.564	516.554	397.029	570.422	518.232	493.734	487.822	744.313	671.097	384.061	585.066	445.905	492.56	368.253	633.003	465.686	479.818	523.109	705.3	598.595	381.846	552.88	484.072	457.156	412.765	617.692	572.765	485.711	528.868	10.5319	11.2047	11.2376	5.82097	6.0841	13.5381	10.4047	6.07359	13.9016	2026.18	2907.93	1883.24	1967.84	1771.45	4104.86	1421.81	747.809	3070.65	1527.09	1953.45	22.2861	66.9727	1139.02	4346.75	1221.97	3049.85	1.24073	1830.28	6.00863	597.27	4.57487	200.783	5756.26	1.3029	-337.939	517.308	7.85522	0.0343049	-24036.1
21000	21	2.45258	2.47614	2.44996	55183.1	0.00999	751.755	749.971	376.478	585.378	483.685	523.488	367.275	547.683	518.272	499.693	494.109	832.084	621.651	427.992	625.342	477.077	474.293	453.263	609.848	533.256	554.185	549.17	580.202	590.216	411.138	563.409	529.123	508.761	355.939	612.157	500.441	496.81	533.461	13.2494	13.3516	13.8383	7.17591	7.64608	16.7648	12.8843	7.41513	17.185	1842.58	3572.96	1922.8	1949.17	1795.96	4107.04	1336.92	697.929	3048.74	1896.06	2014.22	27.4175	44.7653	1192.94	4310.97	1178.03	3218.69	1.55812	1874.42	7.39798	585.865	5.64073	241.528	5910.03	0.876557	-338.311	516.827	10.7202	0.0335445	-24034.2
21100	21.1	2.4782	2.47614	2.47843	55759.5	0.01099	747.9	719.538	397.156	539.275	485.921	519.469	432.995	630.308	554.993	571.915	557.165	710.749	712.475	428.938	535.785	464.819	467.928	407.189	606.63	567.764	495.128	510.032	681.039	667.202	378.999	565.715	504.264	457.932	369.923	572.583	501.767	509.069	536.337	16.0144	16.3544	16.8446	8.48105	9.15858	20.2103	15.8787	8.93061	20.832	1932.39	4319.35	2049.21	1837.06	2012.22	4180.58	1421.64	759.507	2969.63	2283.56	2045.38	33.2175	137.532	1232.56	4314.67	1162.25	3071.53	1.85097	1873.95	9.00447	577.634	6.84924	234.832	5884.87	0.59335	-338.164	517.426	9.07327	0.0365624	-24039.9
21200	21.2	2.47205	2.47614	2.47159	55621.1	0.01199	799.728	758.344	430.716	571.208	517.835	490.391	406.481	617.943	518.663	508.207	539.009	683.68	648.444	425.637	529.2	486.184	521.498	389.536	625.669	485.602	544.319	488.084	567.536	600.059	365.288	568.707	496.183	538.575	369.441	640.76	534.541	558.823	524.754	18.7899	19.6149	20.2543	9.96792	10.9518	23.7238	18.7084	10.524	24.324	1874.72	5105.02	1871.74	1874.63	1819.99	3907.87	1447.53	667.073	2926.26	2676.37	2135.39	39.8553	19.0472	1219.49	4359.27	1191.9	2925.46	2.23242	1819.21	10.7299	586.763	8.15277	244.233	5926.2	0.678161	-338.311	526.112	12.4656	0.0514689	-24024.6
21300	21.3	2.4893	2.47614	2.49076	56009.2	0.01299	692.954	767.054	375.88	535.208	444.434	467.671	341.253	662.112	501.841	524.632	492.27	735.954	678.009	423.19	520.342	466.912	456.273	393.6	577.065	506.27	555.298	537.055	708.734	613.809	348.591	554.793	453.446	533.336	365.449	602.405	478.929	489.44	495.343	22.0447	23.1224	23.3822	11.7491	12.9226	27.4599	21.8755	12.5162	28.5582	1961.3	5925.31	2042.66	1970.09	1969.31	4088.23	1549.91	669.807	2955.45	3095.69	2039.08	46.8638	-56.9512	1183.08	4358.68	1210.13	2937.4	2.58448	1726.09	12.6847	589.713	9.50708	245.696	5877.51	1.33834	-338.337	489.361	24.1718	0.0875946	-23977.4
21400	21.4	2.46241	2.47614	2.46089	55404.3	0.01399	757.598	644.115	376.033	544.889	489.863	481.348	404.665	678.662	545.857	505.55	503.344	712.645	667.721	418.781	618.656	502.107	507.242	439.657	651.269	457.119	529.509	580.021	575.563	620.202	350.398	573.095	450.27	496.109	402.052	598.236	538.453	476.534	514.686	25.7082	26.6228	27.4859	13.8363	15.2554	31.7174	25.4376	14.3878	32.5511	2023.41	6809.73	2025.87	1926.02	1755.03	4009.41	1338.93	672.997	3045.28	3571.98	2069.63	54.8074	-10.7096	1208.56	4327.66	1166.87	3041.56	2.98859	1877.1	14.6052	582.683	11.0368	258.247	5993.41	1.14951	-338.124	541.099	17.3382	0.0921397	-23989.7
21500	21.5	2.49819	2.47614	2.50064	56209.3	0.01499	729.742	749.971	402.959	522.065	573.296	437.93	401.396	526.365	536.949	491.22	481.197	722.926	708.083	420.81	539.046	548.384	485.033	393.483	634.53	501.503	506.948	519.961	719.257	621.951	439.784	537.806	476.789	497.969	427.373	640.142	464.873	514.177	494.407	29.4657	31.3874	31.1267	15.6982	17.3766	35.8037	30.055	15.8539	37.0634	1855.06	7657.82	2026.51	2073.19	1808.07	4061.98	1379.01	705.236	3097.55	4022.99	2017.1	63.5967	2.58794	1200.37	4315.63	1249.19	3080.22	3.47684	1756.8	16.834	600.613	12.6529	281.505	5989.92	0.910546	-337.952	518.085	24.0323	0.135856	-23908.6
21600	21.6	2.46888	2.47614	2.46808	55549.9	0.01599	721.243	758.214	399.331	508.363	456.242	492.615	410.821	654.762	533.744	496.392	436.099	699.855	674.974	446.964	522.313	507.299	488.452	426.021	641.241	487.961	497.675	484.285	690.763	660.287	364.027	564.635	542.751	487.47	374.004	579.532	513.471	505.301	519.27	34.553	35.2687	34.576	17.3415	19.3783	40.708	33.4528	17.8717	41.6964	1874.47	8519.84	1945.49	1937.42	1912.91	4096.77	1365.21	651.834	3058.16	4480.87	1968.22	72.414	-115.304	1168.6	4322.5	1174.96	3062.19	3.95526	1859.9	19.1854	593.824	14.324	320.252	5886.87	0.842622	-337.901	499.137	15.544	0.136387	-23932
21700	21.7	2.47612	2.47614	2.47611	55712.6	0.01699	767.715	735.461	399.163	623.255	474.912	464.521	373.181	622.036	513.357	478.456	512.357	748.397	677.064	423.077	584.151	484.522	532.375	379.258	551.821	520.357	475.67	543.551	603.733	624.974	419.356	556.797	468.408	501.915	399.269	653.304	468.739	458.76	503.056	39.0306	39.9244	39.4385	19.3435	21.4878	44.3179	37.0057	19.9053	46.6032	1992.37	9441.83	2022.41	1853.36	1863.56	3900.27	1439.76	725.847	3162.25	4939.54	2018.43	82.8161	-89.6659	1219.72	4366.5	1063.98	2966.39	4.46695	1766.81	21.7423	544.681	16.2125	284.863	6051.04	1.02337	-338.056	514.367	18.2345	0.284152	-23945.2
21800	21.8	2.48228	2.47614	2.48296	55851.2	0.01799	681.733	778.326	382.024	484.955	525.555	481.049	375.369	667.959	480.933	512.734	467.365	740.269	635.566	376.249	579.46	484.06	471.848	387.364	638.013	548.663	546.317	560.603	671.405	593.223	398.894	539.8	556.876	431.493	374.479	618.791	498.754	512.934	535.527	44.1517	44.844	43.1456	21.3334	23.6361	49.2839	41.2883	22.2523	51.0891	1940.5	10305.2	1998.87	1970.03	1918.52	4039.28	1430.84	666.66	3165.68	5413.55	2062.21	93.108	-123.487	1208.38	4316.19	1263.02	3142.06	5.02854	1755.48	24.4249	613.937	18.2448	328.975	5959.48	1.19671	-337.882	536.811	28.1809	0.257037	-23951.9
21900	21.9	2.47111	2.47614	2.47055	55600	0.01899	725.969	682.917	438.991	570.363	533.476	445.331	395.079	616.558	517.957	539.681	534.614	688.984	645.941	403.49	556.113	490.428	474.369	399.074	643.884	524.552	511.057	480.872	650.211	667.934	372.6	621.596	460.434	473.135	331.688	685.862	465.287	503.385	594.372	48.6365	49.373	47.8505	24.3399	26.1461	53.9823	47.3672	24.8063	57.1468	1924.89	11296.1	2042.56	2005.23	1903.73	4207.67	1418.82	780.301	3150.04	5868.74	2067.58	104.459	-35.2833	1199.15	4367.4	1206.4	2973.68	5.50145	1727.6	27.243	598.273	20.3749	299.481	6151.67	1.50307	-337.905	526.663	17.6999	0.297808	-23995.6
22000	22	2.48785	2.47614	2.48915	55976.5	0.01999	771.391	772.965	431.212	636.296	467.417	491.183	459.732	592.07	488.361	511.925	507.463	777.936	665.658	393.629	563.655	494.396	471.489	428.402	568.119	502.936	488.553	519.083	700.462	669.721	422.062	564.336	507.079	468.619	405.447	737.851	559.944	545.941	524.385	53.1902	55.6806	52.2448	26.989	28.5404	59.1102	53.5272	27.2029	62.0405	2029.17	12253.6	2061.31	1904.93	1716.76	4012.99	1340.19	718.191	3323.26	6321.54	2125.4	116.362	-62.6695	1239.3	4339.87	1230.42	3048.8	6.16942	1856.25	30.6935	625.633	22.2681	355.763	5884.29	1.45114	-338.225	503.587	23.8962	0.424635	-24027.5
22100	22.1	2.46489	2.47614	2.46364	55460	0.02099	725.523	788.657	459.571	544.103	506.888	497.844	422.126	646.138	550.043	587.379	540.622	788.523	704.382	401.028	561.293	484.647	492.659	431.92	645.377	494.001	529.553	517.479	719.358	581.305	336.062	513.402	517.908	467.912	363.058	608.374	491.891	514.505	509.552	57.6776	60.6277	56.3507	29.2824	31.1013	64.6961	59.3974	29.7371	66.4036	1982.38	13190.9	2083.64	1914.85	1801.5	4224.12	1436.41	662.76	3243.66	6709.26	2000.29	129.353	-77.1296	1236.55	4303.42	1265.38	3027.84	6.80488	1741.12	33.9731	634.862	24.8209	329.955	6085.89	1.84794	-337.948	529.522	24.075	0.363126	-24013.4
22200	22.2	2.48839	2.47614	2.48975	55988.8	0.02199	749.602	773.545	428.628	552.236	471.574	520.543	375.029	636.518	452.676	528.253	480.193	713.692	658.407	397.001	524.409	513.074	528.298	367.295	591.314	500.514	476.86	508.068	698.458	683.78	443.111	559.515	505.239	477.739	412.704	679.811	504.571	495.977	519.701	64.5761	65.7679	61.1849	31.9353	33.5941	68.5229	66.2678	32.4403	71.9181	1987.93	14057.4	1956.98	1909.49	1953.68	4067.07	1453.19	723.391	3427.94	7115.18	2029.53	143.744	-39.2222	1250.7	4320.43	1170.06	3136.22	7.41495	1988.32	37.1874	583.268	27.2468	347.455	5957.41	2.29791	-337.915	509.052	18.1982	0.436125	-23985.1
22300	22.3	2.48801	2.47614	2.48933	55980.3	0.02299	743.325	690.514	437.644	538.562	485.193	521.251	449.819	622.948	542.015	525.897	543.456	676.412	629.064	401.607	591.048	520.031	534.117	420.966	590.585	521.069	554.12	510.644	647.786	586.252	400.139	589.438	505.741	455.815	385.849	676.798	551.669	496.804	535.952	73.2625	72.384	64.7902	34.747	35.1544	73.5947	71.6457	35.5345	76.7469	1907.49	14871.2	1973.06	1915.91	1968.91	4046.68	1289.05	735.944	3401.93	7539.75	2019.34	157.23	-83.4821	1208.85	4330.45	1149.11	3041.61	8.19136	1875.7	40.73	585.941	29.817	372.921	6088.7	1.95917	-337.861	535.931	20.4659	0.523865	-24012.6
22400	22.4	2.48021	2.47614	2.48066	55804.7	0.02399	708.118	736.178	422.685	567.688	487.707	524.785	443.997	655.023	516.166	498.688	467.037	717.861	693.135	460.318	494.676	533.124	486.752	379.672	666.862	540.458	478.074	481.774	660.287	552.429	371.649	604.406	485.178	492.295	431.573	606.997	492.524	533.499	479.743	80.6758	79.32	70.3057	36.1177	38.208	77.9316	76.32	37.9491	80.4703	1898.08	15605.1	1960.73	1856.32	1795.02	4231.55	1384.27	717.192	3429.71	7912.74	2051.08	172.13	18.6172	1213.54	4330.03	1293.16	3099.18	9.11754	1789.87	44.5089	632.819	32.3399	423.06	6084.96	2.03427	-338.048	533.478	20.1624	0.557763	-24032.8
22500	22.5	2.46371	2.47614	2.46233	55433.6	0.02499	789.619	704.509	348.955	548.637	485.331	481.434	342.249	621.891	530.71	506.567	457.906	713.585	646.549	390.424	577.41	453.787	518.423	412.009	598.092	512.997	491.377	546.231	668.827	663.287	359.426	584.593	533.739	542.808	368.744	553.837	485.822	534.273	544.519	87.8919	84.7798	73.8661	38.3033	40.5636	84.5082	81.723	40.5574	85.206	1888.33	16293.8	1938.25	1873.84	1900.61	4003	1477.05	700.121	3629.8	8340.44	2072.08	187.302	-176.082	1227.64	4354.42	1248.5	2898.63	9.89786	1785.18	48.2236	618.711	35.4542	414.9	5976.57	3.50732	-337.89	536.752	24.4216	0.513999	-23995
22600	22.6	2.48528	2.47614	2.4863	55918.8	0.02599	716.426	736.416	373.285	579.644	479.621	508.848	409.963	705.98	477.333	508.587	506.321	742.384	605.79	380.004	618.128	507.507	507.374	401.208	665.697	460.73	528.968	543.053	582.83	621.491	396.687	639.724	496.773	505.009	399.544	624.385	520.031	520.008	472.026	95.4434	89.3544	78.4222	40.5456	43.2164	88.7788	87.1972	42.0707	88.9907	1989.2	16939.1	1991.57	1889.31	2010.18	4155.3	1352.32	714.873	3560.66	8655.68	2196.41	205.251	-67.6435	1255.84	4363.35	1241.01	2959.41	10.6914	1839.04	52.4685	616.268	38.1474	390.122	5994.04	3.92817	-337.848	532.668	31.4372	0.755465	-23947.6
22700	22.7	2.46503	2.47614	2.4638	55463.2	0.02699	800.055	726.15	427.296	523.473	512.953	545.617	409.781	641.62	568.392	499.997	527.937	665.474	606.032	355.094	559.078	514.965	436.425	383.311	641.847	500.324	525.785	491.59	705.51	590.102	394.109	561.416	509.994	458.26	379.841	642.731	514.294	509.968	469.488	102.496	98.2873	84.4088	42.8387	45.3303	92.0932	95.6686	44.7753	94.6725	1873.13	17507.4	1844.78	1928.4	2013.86	4152.99	1352.81	791.388	3600.06	8893.23	2184.76	223.454	-84.1282	1246.64	4344.01	1259.33	3127.81	11.4124	1877.11	56.3201	615.326	41.4946	423.303	6131.34	2.4615	-338.119	542.388	26.4434	0.968864	-23917.3
22800	22.8	2.45774	2.47614	2.4557	55299.2	0.02799	762.231	735.232	408.259	620.967	481.67	481.067	380.118	644.668	522.264	499.185	527.652	736.598	705.258	410.721	619.729	481.579	473.662	425.827	564.396	467.433	551.317	522.136	597.944	592.495	415.488	535.122	462.962	510.716	404.184	686.086	499.521	463.358	532.263	112.917	106.08	87.5589	44.8225	47.5132	96.3057	100.478	45.8859	97.8707	1973.05	17792	1964.1	1955.09	2017.71	4021.36	1479.37	751.901	3783.09	9154	1926.8	243.884	14.8244	1208.63	4361.69	1260.89	3175.99	12.3468	1922.42	60.9546	602.546	44.4949	418.811	6145.24	3.92424	-337.824	523.209	31.6002	1.10477	-23872.3
22900	22.9	2.46784	2.47614	2.46691	55526.3	0.02899	720.905	779.549	410.996	589.77	519.734	483.22	383.577	588.786	470.183	477.394	508.329	678.676	646.57	413.889	489.723	506.345	476.817	408.121	585.793	534.662	444.487	496.208	708.694	582.753	397.134	574.324	531.712	477.987	385.135	650.252	473.953	481.164	487.211	121.022	113.714	91.0816	46.918	49.9501	100.018	106.869	49.0635	100.089	1911.93	18080.1	1887.66	2153.29	1974.76	4026.35	1495.2	703.939	3864.56	9286.03	1995.72	264.046	-164.368	1231.96	4332.65	1196.06	3007.22	13.1476	1871.82	65.4827	596.684	47.6662	506.501	6120.73	4.3146	-337.997	515.834	36.7312	1.53954	-23859.5
23000	23	2.47696	2.47614	2.47705	55731.6	0.02999	696.231	761.203	381.946	592.718	524.444	491.967	380.457	604.142	585.625	497.619	491.921	673.236	698.605	433.928	541.538	480.237	505.23	414.338	632.638	499.835	517.08	456.438	613.799	614.304	347.095	532.157	456.945	478.619	393.07	548.903	503.38	495.302	517.396	128.953	124.426	94.0739	49.3584	51.528	103.841	116.528	50.8625	103.273	1942.5	18389.9	1864.94	1895.91	1705.18	4080.33	1417.34	757.36	3800.24	9363.08	2131.51	284.443	-152.285	1255.52	4306.33	1128.32	3175.54	14.2803	1776.03	70.7627	563.859	51.3004	474.391	6070.45	6.48588	-338.187	532.958	47.5761	1.59223	-23844
23100	23.1	2.48963	2.47614	2.49113	56016.7	0.03099	722.569	663.868	348.312	564.188	438.686	499.208	372.273	635.997	522.553	514.446	528.753	747.656	676.938	430.942	562.282	428.987	521.544	387.991	609.059	455.504	598.808	526.71	647.591	662.131	358.734	513.981	502.361	493.001	416.564	680.104	487.141	481.784	625.995	141.4	130.465	96.0898	51.406	54.2182	107.176	123.976	53.7989	107.72	1995.26	18515.5	1995.1	1960.02	1978.93	4008.67	1367.21	696.165	3945.66	9518.44	2092.46	306.919	-76.4383	1254.41	4359.45	1243.77	2877.24	15.3958	1918.85	75.0942	623.915	54.9112	475.886	6052.18	4.83746	-337.646	530.323	48.8701	2.12426	-23809.4
23200	23.2	2.5014	2.47614	2.50421	56281.5	0.03199	710.39	726.789	372.504	573.996	483.233	499.256	373.007	582.934	531.118	491.37	472.164	715.398	604.578	381.083	549.016	513.612	555.492	399.028	626.704	556.682	469.866	485.133	632.704	539.719	367.238	631.664	494.832	474.938	344.152	609.693	521.607	480.053	499.79	151.333	139.43	100.244	53.0191	56.9859	108.609	130.21	53.2725	110.873	1856.47	18317.5	2003.23	1914.24	1789.64	4078.4	1277.88	787.257	4060.77	9567.22	2028.38	331.748	-156.447	1262.37	4366.85	1181.26	3018.39	16.2689	1848.07	79.5262	595.407	58.6275	467.981	6019.96	6.93843	-338.026	522.542	58.7337	2.33468	-23820.8
23300	23.3	2.47141	2.47614	2.47088	55606.7	0.03299	714.77	740.276	471.696	571.586	472.464	459.433	417.139	673.44	447.087	581.836	524.751	767.884	703.768	429.69	538.019	579.245	475.026	462.557	645.496	531.305	463.85	513.139	661.423	568.221	375.138	545.372	500.681	557.58	388.24	545.597	448.268	499.741	511.672	161.479	155.71	102.527	54.7104	59.4384	111.686	141.38	55.4955	112.888	2057.79	18074.8	2128.08	2000.04	1848.77	4036.06	1465.94	734.095	4316.16	9622.89	1883.92	355.55	-151.424	1278.03	4352.05	1219.66	2928.76	17.378	1890.14	84.3016	605.208	62.0542	496.054	6024.31	7.44464	-338.09	529.273	70.768	2.98566	-23796.7
23400	23.4	2.4771	2.47614	2.4772	55734.7	0.03399	713.612	744.686	385.024	579.227	533.754	461.949	354.989	573.917	541.923	459.992	484.363	717.183	629.628	413.054	539.635	512.747	516.138	400.254	672.689	490.8	499.675	514.995	611.761	597.587	402.769	547.872	468.847	495.559	389.237	552.652	435.448	558.869	551.522	173.927	162.132	105.24	57.722	60.6017	113.445	151.673	56.794	115.252	1990.84	17871.5	1982.54	1917.14	1792.21	4167.13	1386.74	657.8	4411.14	9461.56	2219.68	380.606	-246.841	1262.95	4295.78	1255.54	3097.73	18.2791	1894.19	89.8969	629.005	65.9585	579.283	6106.51	8.43295	-338.238	557.19	57.9163	1.81156	-23788
23500	23.5	2.48553	2.47614	2.48657	55924.3	0.03499	708.401	758.442	415.326	569.323	470.549	503.415	391.039	644.084	564.836	445.305	586.724	754.465	701.385	415.017	553.32	472.205	435.141	395.084	626.027	517.63	493.28	571.466	705.02	535.642	453.793	556.594	446.129	466.43	461.467	710.405	492.498	478.017	549.223	180.21	172.731	109.758	58.661	63.967	115.205	163.728	60.1015	116.666	1947.97	17733.7	1931.37	1939.07	1729.26	4068.27	1441.41	770.251	4521.66	9341.18	2054.12	407.499	-187.87	1222.53	4348.16	1137.03	3022.72	19.1509	1882.18	95.3747	568.052	69.7694	561.003	6071.12	10.1919	-338.021	528.028	81.4432	2.07603	-23781.4
